judicial_district_county_id,county_ansi_code,is_entire_county,county_name,judicial_district_id,statutory_division
29043-0,29043,TRUE,County of Christian,Missouri Western,Southern Division
29047-0,29047,TRUE,County of Clay,Missouri Western,Western Division
29049-0,29049,TRUE,County of Clinton,Missouri Western,Saint Joseph Division
29051-0,29051,TRUE,County of Cole,Missouri Western,Central Division
29053-0,29053,TRUE,County of Cooper,Missouri Western,Central Division
29057-0,29057,TRUE,County of Dade,Missouri Western,Southern Division
29059-0,29059,TRUE,County of Dallas,Missouri Western,Southern Division
29061-0,29061,TRUE,County of Daviess,Missouri Western,Saint Joseph Division
29063-0,29063,TRUE,County of DeKalb,Missouri Western,Saint Joseph Division
29067-0,29067,TRUE,County of Douglas,Missouri Western,Southern Division
29075-0,29075,TRUE,County of Gentry,Missouri Western,Saint Joseph Division
29077-0,29077,TRUE,County of Greene,Missouri Western,Southern Division
29079-0,29079,TRUE,County of Grundy,Missouri Western,Saint Joseph Division
29081-0,29081,TRUE,County of Harrison,Missouri Western,Saint Joseph Division
29083-0,29083,TRUE,County of Henry,Missouri Western,Western Division
29085-0,29085,TRUE,County of Hickory,Missouri Western,Central Division
29087-0,29087,TRUE,County of Holt,Missouri Western,Saint Joseph Division
29089-0,29089,TRUE,County of Howard,Missouri Western,Central Division
29091-0,29091,TRUE,County of Howell,Missouri Western,Southern Division
29095-0,29095,TRUE,County of Jackson,Missouri Western,Western Division
29097-0,29097,TRUE,County of Jasper,Missouri Western,Southwestern Division
29101-0,29101,TRUE,County of Johnson,Missouri Western,Western Division
29105-0,29105,TRUE,County of Laclede,Missouri Western,Southern Division
29107-0,29107,TRUE,County of Lafayette,Missouri Western,Western Division
29109-0,29109,TRUE,County of Lawrence,Missouri Western,Southwestern Division
29117-0,29117,TRUE,County of Livingston,Missouri Western,Saint Joseph Division
29119-0,29119,TRUE,County of McDonald,Missouri Western,Southwestern Division
29129-0,29129,TRUE,County of Mercer,Missouri Western,Saint Joseph Division
29131-0,29131,TRUE,County of Miller,Missouri Western,Central Division
29135-0,29135,TRUE,County of Moniteau,Missouri Western,Central Division
29141-0,29141,TRUE,County of Morgan,Missouri Western,Central Division
29145-0,29145,TRUE,County of Newton,Missouri Western,Southwestern Division
29147-0,29147,TRUE,County of Nodaway,Missouri Western,Saint Joseph Division
29149-0,29149,TRUE,County of Oregon,Missouri Western,Southern Division
29151-0,29151,TRUE,County of Osage,Missouri Western,Central Division
29153-0,29153,TRUE,County of Ozark,Missouri Western,Southern Division
29159-0,29159,TRUE,County of Pettis,Missouri Western,Central Division
29165-0,29165,TRUE,County of Platte,Missouri Western,Saint Joseph Division
29167-0,29167,TRUE,County of Polk,Missouri Western,Southern Division
29169-0,29169,TRUE,County of Pulaski,Missouri Western,Southern Division
29171-0,29171,TRUE,County of Putnam,Missouri Western,Saint Joseph Division
29177-0,29177,TRUE,County of Ray,Missouri Western,Western Division
29185-0,29185,TRUE,County of St. Clair,Missouri Western,Western Division
29195-0,29195,TRUE,County of Saline,Missouri Western,Western Division
29209-0,29209,TRUE,County of Stone,Missouri Western,Southwestern Division
29211-0,29211,TRUE,County of Sullivan,Missouri Western,Saint Joseph Division
29213-0,29213,TRUE,County of Taney,Missouri Western,Southern Division
29215-0,29215,TRUE,County of Texas,Missouri Western,Southern Division
29217-0,29217,TRUE,County of Vernon,Missouri Western,Southwestern Division
29225-0,29225,TRUE,County of Webster,Missouri Western,Southern Division
29227-0,29227,TRUE,County of Worth,Missouri Western,Saint Joseph Division
29229-0,29229,TRUE,County of Wright,Missouri Western,Southern Division
30001-0,30001,TRUE,County of Beaverhead,Montana,
30003-0,30003,TRUE,County of Big Horn,Montana,
30005-0,30005,TRUE,County of Blaine,Montana,
30007-0,30007,TRUE,County of Broadwater,Montana,
30009-0,30009,TRUE,County of Carbon,Montana,
30011-0,30011,TRUE,County of Carter,Montana,
30013-0,30013,TRUE,County of Cascade,Montana,
30015-0,30015,TRUE,County of Chouteau,Montana,
30017-0,30017,TRUE,County of Custer,Montana,
30019-0,30019,TRUE,County of Daniels,Montana,
30021-0,30021,TRUE,County of Dawson,Montana,
30023-0,30023,TRUE,County of Deer Lodge,Montana,
30025-0,30025,TRUE,County of Fallon,Montana,
30027-0,30027,TRUE,County of Fergus,Montana,
30029-0,30029,TRUE,County of Flathead,Montana,
30033-0,30033,TRUE,County of Garfield,Montana,
30035-0,30035,TRUE,County of Glacier,Montana,
30037-0,30037,TRUE,County of Golden Valley,Montana,
30039-0,30039,TRUE,County of Granite,Montana,
30041-0,30041,TRUE,County of Hill,Montana,
30043-0,30043,TRUE,County of Jefferson,Montana,
30045-0,30045,TRUE,County of Judith Basin,Montana,
30047-0,30047,TRUE,County of Lake,Montana,
30049-0,30049,TRUE,County of Lewis and Clark,Montana,
30051-0,30051,TRUE,County of Liberty,Montana,
30053-0,30053,TRUE,County of Lincoln,Montana,
30055-0,30055,TRUE,County of McCone,Montana,
30057-0,30057,TRUE,County of Madison,Montana,
30059-0,30059,TRUE,County of Meagher,Montana,
30061-0,30061,TRUE,County of Mineral,Montana,
30063-0,30063,TRUE,County of Missoula,Montana,
30065-0,30065,TRUE,County of Musselshell,Montana,
30069-0,30069,TRUE,County of Petroleum,Montana,
30071-0,30071,TRUE,County of Phillips,Montana,
30073-0,30073,TRUE,County of Pondera,Montana,
30075-0,30075,TRUE,County of Powder River,Montana,
30077-0,30077,TRUE,County of Powell,Montana,
30079-0,30079,TRUE,County of Prairie,Montana,
30081-0,30081,TRUE,County of Ravalli,Montana,
30083-0,30083,TRUE,County of Richland,Montana,
30085-0,30085,TRUE,County of Roosevelt,Montana,
30087-0,30087,TRUE,County of Rosebud,Montana,
30089-0,30089,TRUE,County of Sanders,Montana,
30091-0,30091,TRUE,County of Sheridan,Montana,
30093-0,30093,TRUE,County of Silver Bow,Montana,
30095-0,30095,TRUE,County of Stillwater,Montana,
30097-0,30097,TRUE,County of Sweet Grass,Montana,
30099-0,30099,TRUE,County of Teton,Montana,
30101-0,30101,TRUE,County of Toole,Montana,
30103-0,30103,TRUE,County of Treasure,Montana,
30105-0,30105,TRUE,County of Valley,Montana,
30107-0,30107,TRUE,County of Wheatland,Montana,
30109-0,30109,TRUE,County of Wibaux,Montana,
30111-0,30111,TRUE,County of Yellowstone,Montana,
31001-0,31001,TRUE,County of Adams,Nebraska,
31003-0,31003,TRUE,County of Antelope,Nebraska,
31005-0,31005,TRUE,County of Arthur,Nebraska,
31007-0,31007,TRUE,County of Banner,Nebraska,
31009-0,31009,TRUE,County of Blaine,Nebraska,
31011-0,31011,TRUE,County of Boone,Nebraska,
31013-0,31013,TRUE,County of Box Butte,Nebraska,
31015-0,31015,TRUE,County of Boyd,Nebraska,
31017-0,31017,TRUE,County of Brown,Nebraska,
31019-0,31019,TRUE,County of Buffalo,Nebraska,
31021-0,31021,TRUE,County of Burt,Nebraska,
31023-0,31023,TRUE,County of Butler,Nebraska,
31025-0,31025,TRUE,County of Cass,Nebraska,
31027-0,31027,TRUE,County of Cedar,Nebraska,
31029-0,31029,TRUE,County of Chase,Nebraska,
31031-0,31031,TRUE,County of Cherry,Nebraska,
31033-0,31033,TRUE,County of Cheyenne,Nebraska,
31035-0,31035,TRUE,County of Clay,Nebraska,
31037-0,31037,TRUE,County of Colfax,Nebraska,
31039-0,31039,TRUE,County of Cuming,Nebraska,
31041-0,31041,TRUE,County of Custer,Nebraska,
31043-0,31043,TRUE,County of Dakota,Nebraska,
31045-0,31045,TRUE,County of Dawes,Nebraska,
31047-0,31047,TRUE,County of Dawson,Nebraska,
31049-0,31049,TRUE,County of Deuel,Nebraska,
31051-0,31051,TRUE,County of Dixon,Nebraska,
31053-0,31053,TRUE,County of Dodge,Nebraska,
31055-0,31055,TRUE,County of Douglas,Nebraska,
31057-0,31057,TRUE,County of Dundy,Nebraska,
31059-0,31059,TRUE,County of Fillmore,Nebraska,
31061-0,31061,TRUE,County of Franklin,Nebraska,
31063-0,31063,TRUE,County of Frontier,Nebraska,
31065-0,31065,TRUE,County of Furnas,Nebraska,
31067-0,31067,TRUE,County of Gage,Nebraska,
31069-0,31069,TRUE,County of Garden,Nebraska,
31071-0,31071,TRUE,County of Garfield,Nebraska,
31073-0,31073,TRUE,County of Gosper,Nebraska,
31075-0,31075,TRUE,County of Grant,Nebraska,
31077-0,31077,TRUE,County of Greeley,Nebraska,
31079-0,31079,TRUE,County of Hall,Nebraska,
31081-0,31081,TRUE,County of Hamilton,Nebraska,
31083-0,31083,TRUE,County of Harlan,Nebraska,
31085-0,31085,TRUE,County of Hayes,Nebraska,
31087-0,31087,TRUE,County of Hitchcock,Nebraska,
31089-0,31089,TRUE,County of Holt,Nebraska,
31091-0,31091,TRUE,County of Hooker,Nebraska,
31093-0,31093,TRUE,County of Howard,Nebraska,
31095-0,31095,TRUE,County of Jefferson,Nebraska,
31097-0,31097,TRUE,County of Johnson,Nebraska,
31099-0,31099,TRUE,County of Kearney,Nebraska,
31101-0,31101,TRUE,County of Keith,Nebraska,
31103-0,31103,TRUE,County of Keya Paha,Nebraska,
31105-0,31105,TRUE,County of Kimball,Nebraska,
31107-0,31107,TRUE,County of Knox,Nebraska,
31109-0,31109,TRUE,County of Lancaster,Nebraska,
31111-0,31111,TRUE,County of Lincoln,Nebraska,
31113-0,31113,TRUE,County of Logan,Nebraska,
31115-0,31115,TRUE,County of Loup,Nebraska,
31117-0,31117,TRUE,County of McPherson,Nebraska,
31119-0,31119,TRUE,County of Madison,Nebraska,
31121-0,31121,TRUE,County of Merrick,Nebraska,
31123-0,31123,TRUE,County of Morrill,Nebraska,
31125-0,31125,TRUE,County of Nance,Nebraska,
31127-0,31127,TRUE,County of Nemaha,Nebraska,
31129-0,31129,TRUE,County of Nuckolls,Nebraska,
31131-0,31131,TRUE,County of Otoe,Nebraska,
31133-0,31133,TRUE,County of Pawnee,Nebraska,
31135-0,31135,TRUE,County of Perkins,Nebraska,
31137-0,31137,TRUE,County of Phelps,Nebraska,
31139-0,31139,TRUE,County of Pierce,Nebraska,
31141-0,31141,TRUE,County of Platte,Nebraska,
31143-0,31143,TRUE,County of Polk,Nebraska,
31145-0,31145,TRUE,County of Red Willow,Nebraska,
31147-0,31147,TRUE,County of Richardson,Nebraska,
31149-0,31149,TRUE,County of Rock,Nebraska,
31151-0,31151,TRUE,County of Saline,Nebraska,
31153-0,31153,TRUE,County of Sarpy,Nebraska,
31155-0,31155,TRUE,County of Saunders,Nebraska,
31157-0,31157,TRUE,County of Scotts Bluff,Nebraska,
31159-0,31159,TRUE,County of Seward,Nebraska,
31161-0,31161,TRUE,County of Sheridan,Nebraska,
31163-0,31163,TRUE,County of Sherman,Nebraska,
31165-0,31165,TRUE,County of Sioux,Nebraska,
31167-0,31167,TRUE,County of Stanton,Nebraska,
31169-0,31169,TRUE,County of Thayer,Nebraska,
31171-0,31171,TRUE,County of Thomas,Nebraska,
31173-0,31173,TRUE,County of Thurston,Nebraska,
31175-0,31175,TRUE,County of Valley,Nebraska,
31177-0,31177,TRUE,County of Washington,Nebraska,
31179-0,31179,TRUE,County of Wayne,Nebraska,
31181-0,31181,TRUE,County of Webster,Nebraska,
31183-0,31183,TRUE,County of Wheeler,Nebraska,
31185-0,31185,TRUE,County of York,Nebraska,
32001-0,32001,TRUE,County of Churchill,Nevada,
32003-0,32003,TRUE,County of Clark,Nevada,
32005-0,32005,TRUE,County of Douglas,Nevada,
32007-0,32007,TRUE,County of Elko,Nevada,
32009-0,32009,TRUE,County of Esmeralda,Nevada,
32011-0,32011,TRUE,County of Eureka,Nevada,
32013-0,32013,TRUE,County of Humboldt,Nevada,
32015-0,32015,TRUE,County of Lander,Nevada,
32017-0,32017,TRUE,County of Lincoln,Nevada,
32019-0,32019,TRUE,County of Lyon,Nevada,
32021-0,32021,TRUE,County of Mineral,Nevada,
32023-0,32023,TRUE,County of Nye,Nevada,
32027-0,32027,TRUE,County of Pershing,Nevada,
32029-0,32029,TRUE,County of Storey,Nevada,
32031-0,32031,TRUE,County of Washoe,Nevada,
32033-0,32033,TRUE,County of White Pine,Nevada,
32510-0,32510,TRUE,"Carson City(, Municipality of)",Nevada,
33001-0,33001,TRUE,County of Belknap,New Hampshire,
33003-0,33003,TRUE,County of Carroll,New Hampshire,
33005-0,33005,TRUE,County of Cheshire,New Hampshire,
33007-0,33007,TRUE,County of Coos,New Hampshire,
33009-0,33009,TRUE,County of Grafton,New Hampshire,
33011-0,33011,TRUE,County of Hillsborough,New Hampshire,
33013-0,33013,TRUE,County of Merrimack,New Hampshire,
33015-0,33015,TRUE,County of Rockingham,New Hampshire,
33017-0,33017,TRUE,County of Strafford,New Hampshire,
33019-0,33019,TRUE,County of Sullivan,New Hampshire,
34001-0,34001,TRUE,County of Atlantic,New Jersey,
34003-0,34003,TRUE,County of Bergen,New Jersey,
34005-0,34005,TRUE,County of Burlington,New Jersey,
34007-0,34007,TRUE,County of Camden,New Jersey,
34009-0,34009,TRUE,County of Cape May,New Jersey,
34011-0,34011,TRUE,County of Cumberland,New Jersey,
34013-0,34013,TRUE,County of Essex,New Jersey,
34015-0,34015,TRUE,County of Gloucester,New Jersey,
34017-0,34017,TRUE,County of Hudson,New Jersey,
34019-0,34019,TRUE,County of Hunterdon,New Jersey,
34021-0,34021,TRUE,County of Mercer,New Jersey,
34023-0,34023,TRUE,County of Middlesex,New Jersey,
34025-0,34025,TRUE,County of Monmouth,New Jersey,
34027-0,34027,TRUE,County of Morris,New Jersey,
34029-0,34029,TRUE,County of Ocean,New Jersey,
34031-0,34031,TRUE,County of Passaic,New Jersey,
34033-0,34033,TRUE,County of Salem,New Jersey,
34035-0,34035,TRUE,County of Somerset,New Jersey,
34037-0,34037,TRUE,County of Sussex,New Jersey,
34039-0,34039,TRUE,County of Union,New Jersey,
34041-0,34041,TRUE,County of Warren,New Jersey,
35001-0,35001,TRUE,County of Bernalillo,New Mexico,
35003-0,35003,TRUE,County of Catron,New Mexico,
35005-0,35005,TRUE,County of Chaves,New Mexico,
35006-0,35006,TRUE,County of Cibola,New Mexico,
35007-0,35007,TRUE,County of Colfax,New Mexico,
35009-0,35009,TRUE,County of Curry,New Mexico,
35011-0,35011,TRUE,County of De Baca,New Mexico,
35013-0,35013,TRUE,County of Doña Ana,New Mexico,
35015-0,35015,TRUE,County of Eddy,New Mexico,
35017-0,35017,TRUE,County of Grant,New Mexico,
35019-0,35019,TRUE,County of Guadalupe,New Mexico,
35021-0,35021,TRUE,County of Harding,New Mexico,
35023-0,35023,TRUE,County of Hidalgo,New Mexico,
35025-0,35025,TRUE,County of Lea,New Mexico,
35027-0,35027,TRUE,County of Lincoln,New Mexico,
35028-0,35028,TRUE,County of Los Alamos,New Mexico,
35029-0,35029,TRUE,County of Luna,New Mexico,
35031-0,35031,TRUE,County of McKinley,New Mexico,
35033-0,35033,TRUE,County of Mora,New Mexico,
35035-0,35035,TRUE,County of Otero,New Mexico,
35037-0,35037,TRUE,County of Quay,New Mexico,
35039-0,35039,TRUE,County of Rio Arriba,New Mexico,
35041-0,35041,TRUE,County of Roosevelt,New Mexico,
35043-0,35043,TRUE,County of Sandoval,New Mexico,
35045-0,35045,TRUE,County of San Juan,New Mexico,
35047-0,35047,TRUE,County of San Miguel,New Mexico,
35049-0,35049,TRUE,County of Santa Fe,New Mexico,
35051-0,35051,TRUE,County of Sierra,New Mexico,
35053-0,35053,TRUE,County of Socorro,New Mexico,
35055-0,35055,TRUE,County of Taos,New Mexico,
35057-0,35057,TRUE,County of Torrance,New Mexico,
35059-0,35059,TRUE,County of Union,New Mexico,
35061-0,35061,TRUE,County of Valencia,New Mexico,
36047-0,36047,TRUE,County of Kings,New York Eastern,
36059-0,36059,TRUE,County of Nassau,New York Eastern,
36081-0,36081,TRUE,County of Queens,New York Eastern,
36085-0,36085,TRUE,County of Richmond,New York Eastern,
36103-0,36103,TRUE,County of Suffolk,New York Eastern,
36001-0,36001,TRUE,County of Albany,New York Northern,
36007-0,36007,TRUE,County of Broome,New York Northern,
36011-0,36011,TRUE,County of Cayuga,New York Northern,
36017-0,36017,TRUE,County of Chenango,New York Northern,
36019-0,36019,TRUE,County of Clinton,New York Northern,
36021-0,36021,TRUE,County of Columbia,New York Northern,
36023-0,36023,TRUE,County of Cortland,New York Northern,
36025-0,36025,TRUE,County of Delaware,New York Northern,
36031-0,36031,TRUE,County of Essex,New York Northern,
36033-0,36033,TRUE,County of Franklin,New York Northern,
36035-0,36035,TRUE,County of Fulton,New York Northern,
36039-0,36039,TRUE,County of Greene,New York Northern,
36041-0,36041,TRUE,County of Hamilton,New York Northern,
36043-0,36043,TRUE,County of Herkimer,New York Northern,
36045-0,36045,TRUE,County of Jefferson,New York Northern,
36049-0,36049,TRUE,County of Lewis,New York Northern,
36053-0,36053,TRUE,County of Madison,New York Northern,
36057-0,36057,TRUE,County of Montgomery,New York Northern,
36065-0,36065,TRUE,County of Oneida,New York Northern,
36067-0,36067,TRUE,County of Onondaga,New York Northern,
36075-0,36075,TRUE,County of Oswego,New York Northern,
36077-0,36077,TRUE,County of Otsego,New York Northern,
36083-0,36083,TRUE,County of Rensselaer,New York Northern,
36089-0,36089,TRUE,County of St. Lawrence,New York Northern,
36091-0,36091,TRUE,County of Saratoga,New York Northern,
36093-0,36093,TRUE,County of Schenectady,New York Northern,
36095-0,36095,TRUE,County of Schoharie,New York Northern,
36107-0,36107,TRUE,County of Tioga,New York Northern,
36109-0,36109,TRUE,County of Tompkins,New York Northern,
36111-0,36111,TRUE,County of Ulster,New York Northern,
36113-0,36113,TRUE,County of Warren,New York Northern,
36115-0,36115,TRUE,County of Washington,New York Northern,
36005-0,36005,TRUE,County of Bronx,New York Southern,
36027-0,36027,TRUE,County of Dutchess,New York Southern,
36061-0,36061,TRUE,County of New York,New York Southern,
36071-0,36071,TRUE,County of Orange,New York Southern,
36079-0,36079,TRUE,County of Putnam,New York Southern,
36087-0,36087,TRUE,County of Rockland,New York Southern,
36105-0,36105,TRUE,County of Sullivan,New York Southern,
36119-0,36119,TRUE,County of Westchester,New York Southern,
36003-0,36003,TRUE,County of Allegany,New York Western,
36009-0,36009,TRUE,County of Cattaraugus,New York Western,
36013-0,36013,TRUE,County of Chautauqua,New York Western,
36015-0,36015,TRUE,County of Chemung,New York Western,
36029-0,36029,TRUE,County of Erie,New York Western,
36037-0,36037,TRUE,County of Genesee,New York Western,
36051-0,36051,TRUE,County of Livingston,New York Western,
36055-0,36055,TRUE,County of Monroe,New York Western,
36063-0,36063,TRUE,County of Niagara,New York Western,
36069-0,36069,TRUE,County of Ontario,New York Western,
36073-0,36073,TRUE,County of Orleans,New York Western,
36097-0,36097,TRUE,County of Schuyler,New York Western,
36099-0,36099,TRUE,County of Seneca,New York Western,
36101-0,36101,TRUE,County of Steuben,New York Western,
36117-0,36117,TRUE,County of Wayne,New York Western,
36121-0,36121,TRUE,County of Wyoming,New York Western,
36123-0,36123,TRUE,County of Yates,New York Western,
37013-0,37013,TRUE,County of Beaufort,North Carolina Eastern,
37015-0,37015,TRUE,County of Bertie,North Carolina Eastern,
37017-0,37017,TRUE,County of Bladen,North Carolina Eastern,
37019-0,37019,TRUE,County of Brunswick,North Carolina Eastern,
37029-0,37029,TRUE,County of Camden,North Carolina Eastern,
37031-0,37031,TRUE,County of Carteret,North Carolina Eastern,
37041-0,37041,TRUE,County of Chowan,North Carolina Eastern,
37047-0,37047,TRUE,County of Columbus,North Carolina Eastern,
37049-0,37049,TRUE,County of Craven,North Carolina Eastern,
37051-0,37051,TRUE,County of Cumberland,North Carolina Eastern,
37053-0,37053,TRUE,County of Currituck,North Carolina Eastern,
37055-0,37055,TRUE,County of Dare,North Carolina Eastern,
37061-0,37061,TRUE,County of Duplin,North Carolina Eastern,
37065-0,37065,TRUE,County of Edgecombe,North Carolina Eastern,
37069-0,37069,TRUE,County of Franklin,North Carolina Eastern,
37073-0,37073,TRUE,County of Gates,North Carolina Eastern,
37077-0,37077,TRUE,County of Granville,North Carolina Eastern,
37079-0,37079,TRUE,County of Greene,North Carolina Eastern,
37083-0,37083,TRUE,County of Halifax,North Carolina Eastern,
37085-0,37085,TRUE,County of Harnett,North Carolina Eastern,
37091-0,37091,TRUE,County of Hertford,North Carolina Eastern,
37095-0,37095,TRUE,County of Hyde,North Carolina Eastern,
37101-0,37101,TRUE,County of Johnston,North Carolina Eastern,
37103-0,37103,TRUE,County of Jones,North Carolina Eastern,
37107-0,37107,TRUE,County of Lenoir,North Carolina Eastern,
37117-0,37117,TRUE,County of Martin,North Carolina Eastern,
37127-0,37127,TRUE,County of Nash,North Carolina Eastern,
37129-0,37129,TRUE,County of New Hanover,North Carolina Eastern,
37131-0,37131,TRUE,County of Northampton,North Carolina Eastern,
37133-0,37133,TRUE,County of Onslow,North Carolina Eastern,
37137-0,37137,TRUE,County of Pamlico,North Carolina Eastern,
37139-0,37139,TRUE,County of Pasquotank,North Carolina Eastern,
37141-0,37141,TRUE,County of Pender,North Carolina Eastern,
37143-0,37143,TRUE,County of Perquimans,North Carolina Eastern,
37147-0,37147,TRUE,County of Pitt,North Carolina Eastern,
37155-0,37155,TRUE,County of Robeson,North Carolina Eastern,
37163-0,37163,TRUE,County of Sampson,North Carolina Eastern,
37177-0,37177,TRUE,County of Tyrrell,North Carolina Eastern,
37181-0,37181,TRUE,County of Vance,North Carolina Eastern,
37183-0,37183,TRUE,County of Wake,North Carolina Eastern,
37185-0,37185,TRUE,County of Warren,North Carolina Eastern,
37187-0,37187,TRUE,County of Washington,North Carolina Eastern,
37191-0,37191,TRUE,County of Wayne,North Carolina Eastern,
37195-0,37195,TRUE,County of Wilson,North Carolina Eastern,
37001-0,37001,TRUE,County of Alamance,North Carolina Middle,
37025-0,37025,TRUE,County of Cabarrus,North Carolina Middle,
37033-0,37033,TRUE,County of Caswell,North Carolina Middle,
37037-0,37037,TRUE,County of Chatham,North Carolina Middle,
37057-0,37057,TRUE,County of Davidson,North Carolina Middle,
37059-0,37059,TRUE,County of Davie,North Carolina Middle,
37067-0,37067,TRUE,County of Forsyth,North Carolina Middle,
37081-0,37081,TRUE,County of Guilford,North Carolina Middle,
37093-0,37093,TRUE,County of Hoke,North Carolina Middle,
37105-0,37105,TRUE,County of Lee,North Carolina Middle,
37123-0,37123,TRUE,County of Montgomery,North Carolina Middle,
37125-0,37125,TRUE,County of Moore,North Carolina Middle,
37135-0,37135,TRUE,County of Orange,North Carolina Middle,
37145-0,37145,TRUE,County of Person,North Carolina Middle,
37151-0,37151,TRUE,County of Randolph,North Carolina Middle,
37153-0,37153,TRUE,County of Richmond,North Carolina Middle,
37157-0,37157,TRUE,County of Rockingham,North Carolina Middle,
37159-0,37159,TRUE,County of Rowan,North Carolina Middle,
37165-0,37165,TRUE,County of Scotland,North Carolina Middle,
37167-0,37167,TRUE,County of Stanly,North Carolina Middle,
37169-0,37169,TRUE,County of Stokes,North Carolina Middle,
37171-0,37171,TRUE,County of Surry,North Carolina Middle,
37197-0,37197,TRUE,County of Yadkin,North Carolina Middle,
37003-0,37003,TRUE,County of Alexander,North Carolina Western,
37005-0,37005,TRUE,County of Alleghany,North Carolina Western,
37007-0,37007,TRUE,County of Anson,North Carolina Western,
37009-0,37009,TRUE,County of Ashe,North Carolina Western,
37011-0,37011,TRUE,County of Avery,North Carolina Western,
37021-0,37021,TRUE,County of Buncombe,North Carolina Western,
37023-0,37023,TRUE,County of Burke,North Carolina Western,
37027-0,37027,TRUE,County of Caldwell,North Carolina Western,
37035-0,37035,TRUE,County of Catawba,North Carolina Western,
37039-0,37039,TRUE,County of Cherokee,North Carolina Western,
37043-0,37043,TRUE,County of Clay,North Carolina Western,
37045-0,37045,TRUE,County of Cleveland,North Carolina Western,
37071-0,37071,TRUE,County of Gaston,North Carolina Western,
37075-0,37075,TRUE,County of Graham,North Carolina Western,
37087-0,37087,TRUE,County of Haywood,North Carolina Western,
37089-0,37089,TRUE,County of Henderson,North Carolina Western,
37097-0,37097,TRUE,County of Iredell,North Carolina Western,
37099-0,37099,TRUE,County of Jackson,North Carolina Western,
37109-0,37109,TRUE,County of Lincoln,North Carolina Western,
37111-0,37111,TRUE,County of McDowell,North Carolina Western,
37113-0,37113,TRUE,County of Macon,North Carolina Western,
37115-0,37115,TRUE,County of Madison,North Carolina Western,
37119-0,37119,TRUE,County of Mecklenburg,North Carolina Western,
37121-0,37121,TRUE,County of Mitchell,North Carolina Western,
37149-0,37149,TRUE,County of Polk,North Carolina Western,
37161-0,37161,TRUE,County of Rutherford,North Carolina Western,
37173-0,37173,TRUE,County of Swain,North Carolina Western,
37175-0,37175,TRUE,County of Transylvania,North Carolina Western,
37179-0,37179,TRUE,County of Union,North Carolina Western,
37189-0,37189,TRUE,County of Watauga,North Carolina Western,
37193-0,37193,TRUE,County of Wilkes,North Carolina Western,
37199-0,37199,TRUE,County of Yancey,North Carolina Western,
38001-0,38001,TRUE,County of Adams,North Dakota,
38003-0,38003,TRUE,County of Barnes,North Dakota,
38005-0,38005,TRUE,County of Benson,North Dakota,
38007-0,38007,TRUE,County of Billings,North Dakota,
38009-0,38009,TRUE,County of Bottineau,North Dakota,
38011-0,38011,TRUE,County of Bowman,North Dakota,
38013-0,38013,TRUE,County of Burke,North Dakota,
38015-0,38015,TRUE,County of Burleigh,North Dakota,
38017-0,38017,TRUE,County of Cass,North Dakota,
38019-0,38019,TRUE,County of Cavalier,North Dakota,
38021-0,38021,TRUE,County of Dickey,North Dakota,
38023-0,38023,TRUE,County of Divide,North Dakota,
38025-0,38025,TRUE,County of Dunn,North Dakota,
38027-0,38027,TRUE,County of Eddy,North Dakota,
38029-0,38029,TRUE,County of Emmons,North Dakota,
38031-0,38031,TRUE,County of Foster,North Dakota,
38033-0,38033,TRUE,County of Golden Valley,North Dakota,
38035-0,38035,TRUE,County of Grand Forks,North Dakota,
38037-0,38037,TRUE,County of Grant,North Dakota,
38039-0,38039,TRUE,County of Griggs,North Dakota,
38041-0,38041,TRUE,County of Hettinger,North Dakota,
38043-0,38043,TRUE,County of Kidder,North Dakota,
38045-0,38045,TRUE,County of LaMoure,North Dakota,
38047-0,38047,TRUE,County of Logan,North Dakota,
38049-0,38049,TRUE,County of McHenry,North Dakota,
38051-0,38051,TRUE,County of McIntosh,North Dakota,
38053-0,38053,TRUE,County of McKenzie,North Dakota,
38055-0,38055,TRUE,County of McLean,North Dakota,
38057-0,38057,TRUE,County of Mercer,North Dakota,
38059-0,38059,TRUE,County of Morton,North Dakota,
38061-0,38061,TRUE,County of Mountrail,North Dakota,
38063-0,38063,TRUE,County of Nelson,North Dakota,
38065-0,38065,TRUE,County of Oliver,North Dakota,
38067-0,38067,TRUE,County of Pembina,North Dakota,
38069-0,38069,TRUE,County of Pierce,North Dakota,
38071-0,38071,TRUE,County of Ramsey,North Dakota,
38073-0,38073,TRUE,County of Ransom,North Dakota,
38075-0,38075,TRUE,County of Renville,North Dakota,
38077-0,38077,TRUE,County of Richland,North Dakota,
38079-0,38079,TRUE,County of Rolette,North Dakota,
38081-0,38081,TRUE,County of Sargent,North Dakota,
38083-0,38083,TRUE,County of Sheridan,North Dakota,
38085-0,38085,TRUE,County of Sioux,North Dakota,
38087-0,38087,TRUE,County of Slope,North Dakota,
38089-0,38089,TRUE,County of Stark,North Dakota,
38091-0,38091,TRUE,County of Steele,North Dakota,
38093-0,38093,TRUE,County of Stutsman,North Dakota,
38095-0,38095,TRUE,County of Towner,North Dakota,
38097-0,38097,TRUE,County of Traill,North Dakota,
38099-0,38099,TRUE,County of Walsh,North Dakota,
38101-0,38101,TRUE,County of Ward,North Dakota,
38103-0,38103,TRUE,County of Wells,North Dakota,
38105-0,38105,TRUE,County of Williams,North Dakota,
69085-0,69085,TRUE,Municipality of the Northern Islands,Northern Mariana Islands,
